SourceLat,SourceLon,TargetLat,TargetLon,Weight
35.835,139.90499999999997,35.985,139.755,1
35.735,139.64499999999998,35.815,139.565,1
35.645,139.70499999999998,35.68499999999999,139.74499999999998,2
35.47499999999999,139.59499999999997,35.525,139.49499999999998,1
35.68499999999999,140.065,35.675,140.09499999999997,3
35.705,139.39499999999998,35.735,139.46499999999997,1
35.705,139.755,35.715,139.755,82
35.745,139.71499999999997,35.785,139.61499999999998,4
35.335,139.34499999999997,35.345,139.355,1
35.915,139.415,35.90499999999999,139.36499999999998,10
35.675,139.485,35.54499999999999,139.52499999999998,1
35.72499999999999,139.785,35.525,139.37499999999997,4
35.785,139.725,35.835,139.71499999999997,1
35.68499999999999,139.735,35.635,139.59499999999997,1
35.695,139.445,35.745,139.255,1
35.765,139.84499999999997,35.625,139.735,4
35.675,139.485,35.705,139.535,1
35.61499999999999,139.725,35.705,139.725,2
35.625,139.725,35.72499999999999,139.70499999999998,5
35.79499999999999,139.40499999999997,35.595,139.325,1
35.695,139.445,35.515,139.43499999999997,1
35.68499999999999,139.735,35.665,139.70499999999998,4
35.47499999999999,139.55499999999998,35.455,139.39499999999998,2
35.595,139.71499999999997,35.445,139.635,1
35.90499999999999,139.61499999999998,35.875,139.62499999999997,4
35.36499999999999,139.475,35.415,139.515,2
35.715,139.36499999999998,35.68499999999999,139.475,4
35.635,139.67499999999998,35.68499999999999,139.735,2
35.455,139.58499999999998,35.445,139.58499999999998,6
35.555,139.58499999999998,35.565,139.58499999999998,9
35.61499999999999,139.535,35.525,139.49499999999998,1
35.565,140.15499999999997,35.695,139.985,1
35.625,139.695,35.61499999999999,139.67499999999998,1
35.855,139.985,35.86499999999999,139.985,9
35.695,139.795,35.765,139.825,2
35.36499999999999,139.55499999999998,35.395,139.535,1
35.705,139.77499999999998,35.735,139.765,6
35.815,139.83499999999998,35.815,139.80499999999998,4
35.985,139.65499999999997,35.765,139.725,2
35.68499999999999,139.795,35.68499999999999,139.74499999999998,1
35.465,139.515,35.555,139.67499999999998,1
35.61499999999999,139.67499999999998,35.705,139.74499999999998,1
35.54499999999999,139.34499999999997,35.445,139.385,4
35.705,139.575,35.645,139.67499999999998,3
35.745,139.815,35.735,139.815,9
35.515,139.42499999999998,35.595,139.61499999999998,1
35.825,139.39499999999998,35.815,139.415,70
35.805,139.87499999999997,35.665,139.77499999999998,1
35.635,140.05499999999998,35.805,140.11499999999998,2
35.695,139.815,35.68499999999999,139.70499999999998,4
35.93499999999999,139.61499999999998,35.955,139.62499999999997,2
35.485,139.39499999999998,35.695,139.70499999999998,4
35.61499999999999,139.725,35.72499999999999,139.565,1
35.825,139.92499999999998,35.955,139.86499999999998,1
35.565,139.695,35.335,139.62499999999997,1
35.61499999999999,139.545,35.705,139.385,2
35.36499999999999,139.45499999999998,35.335,139.445,11
35.415,139.515,35.68499999999999,139.765,5
35.72499999999999,140.045,35.665,139.755,6
35.61499999999999,139.62499999999997,35.425,139.64499999999998,1
35.68499999999999,139.735,35.465,139.58499999999998,1
35.925,139.77499999999998,35.985,139.755,6
35.805,139.70499999999998,35.835,139.67499999999998,1
35.565,139.695,35.65499999999999,139.70499999999998,3
35.665,139.635,35.675,139.665,10
35.765,139.59499999999997,35.97499999999999,139.70499999999998,2
35.525,139.37499999999997,35.375,139.27499999999998,3
35.415,139.93499999999997,35.61499999999999,140.11499999999998,3
35.665,139.815,35.675,139.39499999999998,2
35.925,140.02499999999998,35.68499999999999,139.735,1
35.485,139.70499999999998,35.325,139.61499999999998,1
35.705,139.415,35.705,139.505,4
35.895,139.62499999999997,35.79499999999999,139.605,1
35.50499999999999,139.575,35.50499999999999,139.59499999999997,4
35.65499999999999,139.735,35.90499999999999,139.77499999999998,2
35.625,139.735,35.635,140.14499999999998,1
35.54499999999999,139.565,35.455,139.58499999999998,1
35.54499999999999,139.755,35.335,139.485,3
35.355,139.295,35.54499999999999,139.515,2
35.785,139.285,35.705,139.725,1
35.485,139.65499999999997,35.675,139.785,1
35.775,139.30499999999998,35.705,139.59499999999997,2
35.775,139.825,35.465,139.62499999999997,1
35.61499999999999,139.505,35.595,139.605,2
35.635,139.83499999999998,35.675,139.77499999999998,6
35.585,139.725,35.72499999999999,139.71499999999997,5
35.68499999999999,139.68499999999997,35.705,139.735,3
35.575,139.55499999999998,35.775,139.725,1
35.75499999999999,139.84499999999997,35.765,139.83499999999998,1
35.705,139.415,35.695,139.475,2
35.635,139.415,35.645,139.325,1
35.765,140.05499999999998,35.745,140.02499999999998,3
35.555,139.39499999999998,35.54499999999999,139.415,6
35.855,139.90499999999997,35.955,139.77499999999998,1
35.805,139.67499999999998,35.495,139.605,1
35.785,139.475,35.665,139.725,1
35.68499999999999,139.84499999999997,35.68499999999999,139.785,5
35.815,139.915,35.815,139.96499999999997,4
35.465,139.415,35.455,139.59499999999997,1
35.915,139.785,35.925,139.825,5
35.525,139.61499999999998,35.36499999999999,139.64499999999998,1
35.955,139.665,35.93499999999999,139.795,1
35.665,139.415,35.675,139.74499999999998,1
35.645,140.12499999999997,35.605,140.105,3
35.50499999999999,139.49499999999998,35.455,139.485,3
35.665,139.635,35.65499999999999,139.74499999999998,1
35.485,139.62499999999997,35.50499999999999,139.67499999999998,2
35.665,139.605,35.645,139.62499999999997,3
35.705,139.87499999999997,35.855,139.885,1
35.665,139.71499999999997,35.695,139.695,2
35.665,139.37499999999997,35.705,139.505,1
35.40499999999999,139.59499999999997,35.595,139.605,2
35.695,139.70499999999998,35.735,139.415,6
35.885,139.915,35.775,139.83499999999998,1
35.555,139.67499999999998,35.625,139.68499999999997,3
35.805,140.065,35.835,139.86499999999998,1
35.79499999999999,139.96499999999997,35.635,139.735,1
35.90499999999999,139.64499999999998,35.90499999999999,139.61499999999998,1
35.345,139.45499999999998,35.415,139.46499999999997,1
35.575,139.68499999999997,35.585,139.765,1
35.635,139.695,35.525,139.62499999999997,1
35.335,139.39499999999998,35.325,139.49499999999998,1
35.855,139.95499999999998,35.825,139.96499999999997,3
35.955,139.985,35.635,139.83499999999998,1
35.925,139.815,35.875,139.77499999999998,1
35.855,139.90499999999997,35.715,139.77499999999998,2
35.695,139.64499999999998,35.785,139.90499999999997,1
35.945,139.70499999999998,35.90499999999999,139.635,5
35.40499999999999,139.59499999999997,35.43499999999999,139.605,21
35.665,139.475,35.645,139.62499999999997,1
35.425,139.565,35.40499999999999,139.52499999999998,6
35.735,139.71499999999997,35.765,139.74499999999998,1
35.525,139.71499999999997,35.525,139.77499999999998,3
35.50499999999999,139.45499999999998,35.455,139.485,6
35.845,139.815,35.93499999999999,139.89499999999998,1
35.715,139.37499999999997,35.695,139.39499999999998,1
35.705,139.74499999999998,35.61499999999999,139.37499999999997,1
35.75499999999999,139.46499999999997,35.635,139.64499999999998,1
35.465,139.505,35.525,139.545,1
35.835,139.74499999999998,35.805,139.735,2
35.635,139.445,35.665,139.785,1
35.555,139.40499999999997,35.525,139.475,1
35.65499999999999,139.535,35.585,139.665,1
35.65499999999999,139.565,35.68499999999999,139.475,3
35.845,139.64499999999998,35.715,139.725,2
35.72499999999999,139.70499999999998,35.72499999999999,139.46499999999997,1
35.79499999999999,139.74499999999998,35.97499999999999,139.70499999999998,1
35.415,139.515,35.485,139.65499999999997,1
35.485,139.575,35.465,139.61499999999998,2
35.745,139.475,35.72499999999999,139.62499999999997,1
35.68499999999999,139.735,35.665,139.815,3
35.43499999999999,139.64499999999998,35.555,139.58499999999998,1
35.665,139.68499999999997,35.845,139.64499999999998,1
35.495,139.65499999999997,35.50499999999999,139.635,3
35.665,139.635,35.325,139.61499999999998,2
35.665,139.83499999999998,35.705,139.77499999999998,5
35.455,139.62499999999997,35.65499999999999,139.71499999999997,1
35.775,139.30499999999998,35.635,139.33499999999998,1
35.72499999999999,139.725,35.665,139.815,2
35.75499999999999,140.015,35.695,139.825,1
35.875,140.015,35.925,140.015,1
35.875,140.015,35.665,139.765,1
35.595,139.34499999999997,35.65499999999999,139.635,1
35.445,139.62499999999997,35.43499999999999,139.62499999999997,88
35.415,139.505,35.485,139.65499999999997,3
35.79499999999999,139.93499999999997,35.665,139.89499999999998,1
35.68499999999999,139.71499999999997,35.735,139.725,1
35.535,139.695,35.585,139.575,1
35.855,139.65499999999997,35.97499999999999,139.83499999999998,1
35.765,139.505,35.745,139.475,1
35.625,139.77499999999998,35.68499999999999,140.02499999999998,1
35.605,139.71499999999997,35.61499999999999,139.635,2
35.665,139.55499999999998,35.695,139.52499999999998,3
35.43499999999999,139.59499999999997,35.485,139.635,2
35.415,139.385,35.335,139.39499999999998,2
35.645,139.295,35.645,139.37499999999997,5
35.705,139.68499999999997,35.705,139.545,3
35.715,139.65499999999997,35.745,139.475,3
35.675,139.74499999999998,35.775,139.725,3
35.75499999999999,139.43499999999997,35.745,139.43499999999997,12
35.72499999999999,139.285,35.705,139.505,1
35.855,139.415,35.72499999999999,139.71499999999997,6
35.695,139.795,35.735,139.83499999999998,1
35.65499999999999,139.725,35.745,139.565,1
35.705,139.77499999999998,35.775,139.795,13
35.695,139.62499999999997,35.715,139.65499999999997,1
35.665,139.52499999999998,35.625,139.635,1
35.705,139.70499999999998,35.895,139.635,2
35.65499999999999,139.55499999999998,35.72499999999999,139.545,1
35.705,139.755,35.75499999999999,139.83499999999998,1
35.705,139.485,35.565,139.46499999999997,1
35.675,139.665,35.65499999999999,139.43499999999997,1
35.765,139.80499999999998,35.745,139.74499999999998,1
35.535,139.43499999999997,35.525,139.445,97
35.515,139.505,35.575,139.545,2
35.705,139.695,35.515,139.43499999999997,1
35.72499999999999,139.71499999999997,35.925,139.77499999999998,2
35.785,140.035,35.635,139.795,1
35.90499999999999,139.61499999999998,35.995,139.84499999999997,1
35.675,139.77499999999998,35.735,140.02499999999998,1
35.775,139.99499999999998,35.695,140.045,3
35.965,139.68499999999997,35.965,139.67499999999998,3
35.425,139.605,35.395,139.55499999999998,1
35.43499999999999,139.99499999999998,35.40499999999999,140.14499999999998,1
35.735,139.96499999999997,35.705,140.045,1
35.79499999999999,140.005,35.735,139.92499999999998,1
35.40499999999999,139.59499999999997,35.375,139.635,2
35.75499999999999,139.735,35.715,139.65499999999997,1
35.765,139.665,35.68499999999999,139.785,1
35.425,139.665,35.36499999999999,139.62499999999997,1
35.705,139.95499999999998,35.715,139.945,51
35.815,139.415,35.735,139.735,1
35.775,139.30499999999998,35.65499999999999,139.33499999999998,11
35.815,139.915,35.875,140.045,7
35.675,139.635,35.705,139.635,5
35.675,139.765,35.605,139.70499999999998,3
35.565,139.46499999999997,35.585,139.49499999999998,9
35.79499999999999,139.515,35.835,139.505,3
35.775,139.83499999999998,35.835,139.90499999999997,1
35.815,139.45499999999998,35.785,139.355,1
35.595,140.12499999999997,35.635,140.11499999999998,1
35.765,139.535,35.665,139.785,2
35.625,140.075,35.72499999999999,139.92499999999998,3
35.605,139.64499999999998,35.61499999999999,139.62499999999997,7
35.455,139.39499999999998,35.415,139.515,1
35.775,139.695,35.72499999999999,139.70499999999998,2
35.50499999999999,139.635,35.72499999999999,139.71499999999997,4
35.875,140.015,35.895,140.065,12
35.875,139.985,35.68499999999999,139.68499999999997,1
35.705,140.09499999999997,35.705,140.18499999999997,6
35.735,139.725,35.65499999999999,139.445,2
35.355,140.05499999999998,35.335,139.885,1
35.575,139.575,35.355,139.535,1
35.765,139.825,35.97499999999999,140.14499999999998,2
35.68499999999999,139.80499999999998,35.695,139.825,5
35.895,140.065,35.745,139.61499999999998,1
35.695,139.815,35.845,139.665,7
35.495,139.445,35.635,139.33499999999998,1
35.665,139.485,35.645,139.74499999999998,1
35.695,139.765,35.645,139.30499999999998,1
35.72499999999999,139.90499999999997,35.665,139.815,3
35.675,139.735,35.555,139.67499999999998,3
35.645,139.695,35.695,139.70499999999998,12
35.375,139.565,35.345,139.65499999999997,2
35.665,139.37499999999997,35.675,139.635,1
35.695,140.02499999999998,35.675,140.015,47
35.535,139.58499999999998,35.705,139.74499999999998,1
35.845,139.86499999999998,35.855,139.86499999999998,1
35.695,140.045,35.695,140.05499999999998,5
35.605,139.505,35.585,139.515,9
35.785,139.90499999999997,35.765,140.065,1
35.75499999999999,139.795,35.785,139.68499999999997,1
35.68499999999999,139.785,35.745,139.83499999999998,2
35.715,139.65499999999997,35.695,139.52499999999998,1
35.645,139.65499999999997,35.40499999999999,139.59499999999997,1
35.90499999999999,140.065,35.965,140.045,1
35.535,139.475,35.715,139.77499999999998,2
35.315,139.62499999999997,35.515,139.565,2
35.735,139.765,35.595,139.71499999999997,1
35.395,139.58499999999998,35.43499999999999,139.59499999999997,1
35.825,139.725,35.90499999999999,139.65499999999997,1
35.565,139.735,35.645,139.755,3
35.47499999999999,139.62499999999997,35.47499999999999,139.605,2
35.54499999999999,139.515,35.625,139.735,7
35.765,139.725,35.675,139.485,2
35.72499999999999,139.515,35.855,139.415,3
35.625,139.725,35.675,139.785,1
35.455,139.635,35.415,139.605,1
35.525,139.42499999999998,35.555,139.39499999999998,2
35.825,139.695,35.705,139.70499999999998,1
35.745,139.45499999999998,35.735,139.475,10
35.695,139.64499999999998,35.645,139.70499999999998,3
35.635,139.64499999999998,35.765,139.825,1
35.745,139.475,35.715,139.45499999999998,4
35.65499999999999,139.755,35.465,139.46499999999997,2
35.415,139.565,35.415,139.505,2
35.715,139.605,35.665,139.505,1
35.565,139.71499999999997,35.675,139.61499999999998,1
35.415,139.49499999999998,35.345,139.505,2
35.785,139.855,35.785,139.86499999999998,18
35.72499999999999,139.27499999999998,35.61499999999999,139.37499999999997,1
35.65499999999999,139.605,35.945,139.36499999999998,1
35.445,139.62499999999997,35.555,139.765,1
35.595,139.255,35.555,139.415,3
35.605,139.725,35.675,139.77499999999998,2
35.715,139.975,35.715,139.99499999999998,1
35.695,139.70499999999998,35.79499999999999,139.64499999999998,2
35.585,139.64499999999998,35.635,139.58499999999998,1
35.355,139.295,35.375,139.46499999999997,1
35.715,139.735,35.65499999999999,139.815,1
35.635,140.135,35.61499999999999,140.135,10
35.36499999999999,139.475,35.315,139.485,1
35.735,139.665,35.735,139.725,3
35.695,139.77499999999998,35.72499999999999,140.05499999999998,2
35.835,139.68499999999997,35.785,139.80499999999998,1
35.785,139.285,35.745,139.255,10
35.705,139.755,35.36499999999999,139.55499999999998,1
35.645,140.065,35.645,140.09499999999997,1
35.605,139.62499999999997,35.565,139.71499999999997,3
35.705,140.09499999999997,35.635,139.885,2
35.745,139.80499999999998,35.605,139.74499999999998,3
35.695,139.68499999999997,35.65499999999999,139.565,1
35.72499999999999,139.90499999999997,35.665,139.605,1
35.68499999999999,139.765,35.705,139.975,2
35.715,139.855,35.745,139.71499999999997,1
35.495,139.58499999999998,35.445,139.635,2
35.445,139.635,35.485,139.575,1
35.90499999999999,139.485,35.965,139.295,3
35.625,139.45499999999998,35.79499999999999,139.30499999999998,1
35.565,139.46499999999997,35.665,139.68499999999997,2
35.50499999999999,139.45499999999998,35.705,139.765,2
35.605,139.475,35.625,139.485,1
35.75499999999999,139.545,35.735,139.795,1
35.65499999999999,140.045,35.50499999999999,140.065,2
35.785,139.83499999999998,35.775,139.815,22
35.415,139.49499999999998,35.465,139.55499999999998,3
35.665,139.68499999999997,35.805,139.945,1
35.72499999999999,139.725,35.875,139.64499999999998,1
35.575,139.665,35.465,139.58499999999998,1
35.665,139.67499999999998,35.695,139.815,2
35.635,139.64499999999998,35.585,139.62499999999997,1
35.445,139.385,35.455,139.515,1
35.75499999999999,139.46499999999997,35.775,139.445,1
35.695,140.005,35.68499999999999,139.815,1
35.68499999999999,139.77499999999998,35.86499999999999,139.93499999999997,3
35.705,139.565,35.695,139.92499999999998,2
35.635,140.09499999999997,35.68499999999999,139.795,1
35.845,140.035,35.695,139.815,1
35.745,139.95499999999998,35.635,139.89499999999998,3
35.485,139.65499999999997,35.36499999999999,139.55499999999998,4
35.585,139.67499999999998,35.565,139.65499999999997,1
35.72499999999999,139.70499999999998,35.625,139.565,2
35.665,139.77499999999998,35.40499999999999,139.575,1
35.65499999999999,139.385,35.65499999999999,139.37499999999997,9
35.75499999999999,139.74499999999998,35.775,139.725,25
35.875,140.045,35.715,139.77499999999998,12
35.355,139.515,35.395,139.515,3
35.68499999999999,139.765,35.68499999999999,139.755,133
35.675,139.77499999999998,35.845,139.665,2
35.485,139.62499999999997,35.47499999999999,139.635,32
35.715,139.61499999999998,35.705,139.59499999999997,3
35.315,139.62499999999997,35.50499999999999,139.635,2
35.485,139.545,35.465,139.605,4
35.79499999999999,139.65499999999997,35.825,139.70499999999998,1
35.775,139.515,35.625,139.725,2
35.65499999999999,139.445,35.735,139.735,1
35.68499999999999,139.77499999999998,35.72499999999999,139.62499999999997,1
35.625,139.77499999999998,35.585,139.725,5
35.61499999999999,139.74499999999998,35.425,139.605,1
35.715,139.89499999999998,35.715,139.92499999999998,1
35.50499999999999,139.67499999999998,35.525,139.515,3
35.745,139.87499999999997,35.805,139.86499999999998,1
35.705,139.815,35.765,139.86499999999998,1
35.485,139.64499999999998,35.61499999999999,139.71499999999997,1
35.345,139.545,35.355,139.565,7
35.715,139.795,35.705,139.735,1
35.715,139.795,35.605,139.735,1
35.585,139.635,35.61499999999999,139.62499999999997,1
35.425,139.64499999999998,35.625,139.725,1
35.90499999999999,139.575,35.845,139.65499999999997,1
35.375,139.605,35.36499999999999,139.565,1
35.555,139.74499999999998,35.715,139.70499999999998,1
35.745,139.80499999999998,35.68499999999999,139.815,2
35.745,139.445,35.765,139.325,1
35.585,139.70499999999998,35.665,139.785,1
35.745,139.80499999999998,35.695,139.70499999999998,7
35.625,140.075,35.65499999999999,140.105,15
35.695,139.755,35.72499999999999,139.755,9
35.625,139.65499999999997,35.65499999999999,139.68499999999997,2
35.825,139.70499999999998,35.955,139.605,1
35.785,139.755,35.775,139.74499999999998,8
35.61499999999999,139.58499999999998,35.575,139.59499999999997,2
35.815,139.235,35.68499999999999,139.225,1
35.705,140.035,35.705,140.02499999999998,100
35.645,139.65499999999997,35.775,139.725,1
35.61499999999999,139.52499999999998,35.50499999999999,139.61499999999998,1
35.695,139.785,35.75499999999999,139.71499999999997,2
35.665,139.755,35.715,140.045,2
35.61499999999999,139.62499999999997,35.54499999999999,139.575,2
35.65499999999999,139.70499999999998,35.68499999999999,139.62499999999997,17
35.315,139.62499999999997,35.455,139.635,5
35.61499999999999,140.135,35.625,140.105,1
35.645,139.80499999999998,35.675,139.635,1
35.745,139.84499999999997,35.515,140.135,1
35.635,140.05499999999998,35.675,139.755,8
35.605,139.665,35.515,139.43499999999997,2
35.765,139.325,35.845,139.315,1
35.665,139.71499999999997,35.745,139.325,1
35.585,139.62499999999997,35.735,139.33499999999998,1
35.445,139.61499999999998,35.485,139.545,1
35.625,140.09499999999997,35.65499999999999,140.045,1
35.665,139.87499999999997,35.705,139.795,4
35.525,139.695,35.565,139.665,1
35.635,139.55499999999998,35.555,139.67499999999998,6
35.735,139.735,35.65499999999999,139.315,2
35.535,139.635,35.525,139.515,5
35.735,139.565,35.705,139.635,2
35.495,139.695,35.54499999999999,139.665,2
35.735,139.45499999999998,35.625,139.45499999999998,1
35.675,139.635,35.695,139.55499999999998,1
35.745,139.74499999999998,35.65499999999999,139.635,1
35.485,139.52499999999998,35.515,139.545,7
35.715,139.725,35.65499999999999,139.795,3
35.47499999999999,139.605,35.47499999999999,139.59499999999997,129
35.625,140.075,35.675,139.755,6
35.585,139.59499999999997,35.65499999999999,139.755,2
35.595,139.575,35.54499999999999,139.68499999999997,1
35.61499999999999,139.545,35.895,139.62499999999997,1
35.72499999999999,139.62499999999997,35.705,139.74499999999998,2
35.79499999999999,139.46499999999997,35.835,139.42499999999998,3
35.775,139.71499999999997,35.775,139.77499999999998,1
35.775,139.795,35.705,139.785,1
35.485,139.61499999999998,35.555,139.765,2
35.985,139.475,35.785,139.80499999999998,2
35.50499999999999,139.445,35.585,139.37499999999997,3
35.805,139.87499999999997,35.93499999999999,139.77499999999998,1
35.635,139.89499999999998,35.665,140.015,3
35.305,139.59499999999997,35.315,139.34499999999997,1
35.665,139.755,35.68499999999999,139.785,20
35.745,139.725,35.705,139.765,1
35.72499999999999,139.90499999999997,35.705,139.755,10
35.86499999999999,139.64499999999998,35.805,139.70499999999998,2
35.715,139.815,35.68499999999999,139.83499999999998,1
35.875,140.05499999999998,35.875,140.045,2
35.705,139.695,35.705,139.755,3
35.825,139.725,35.825,139.695,12
35.625,139.485,35.65499999999999,139.605,1
35.68499999999999,139.71499999999997,35.68499999999999,139.725,387
35.61499999999999,139.725,35.675,139.70499999999998,4
35.43499999999999,139.67499999999998,35.425,139.605,2
35.625,139.725,35.585,139.59499999999997,2
35.675,139.765,35.885,139.785,6
35.375,139.575,35.395,139.61499999999998,2
35.75499999999999,140.035,35.72499999999999,140.12499999999997,6
35.86499999999999,139.93499999999997,35.815,139.915,2
35.65499999999999,139.755,35.835,139.735,2
35.715,139.36499999999998,35.765,139.45499999999998,1
35.645,139.37499999999997,35.665,139.415,15
35.555,139.58499999999998,35.565,139.565,6
35.65499999999999,139.68499999999997,35.65499999999999,139.445,1
35.735,139.975,35.72499999999999,140.015,5
35.695,139.80499999999998,35.675,139.765,2
35.595,139.535,35.575,139.55499999999998,3
35.745,139.475,35.735,139.43499999999997,2
35.635,139.695,35.585,139.61499999999998,1
35.745,139.58499999999998,35.695,139.70499999999998,19
35.675,139.755,35.65499999999999,139.545,6
35.895,139.89499999999998,35.86499999999999,139.93499999999997,1
35.715,139.59499999999997,35.72499999999999,139.575,1
35.445,139.605,35.645,139.735,1
35.735,139.45499999999998,35.715,139.70499999999998,1
35.715,139.70499999999998,35.555,139.64499999999998,6
35.485,139.635,35.43499999999999,139.64499999999998,2
35.635,139.70499999999998,35.575,139.36499999999998,1
35.735,139.46499999999997,35.665,139.415,1
35.65499999999999,139.475,35.675,139.485,49
35.565,139.65499999999997,35.575,139.55499999999998,1
35.305,139.565,35.315,139.59499999999997,1
35.61499999999999,139.37499999999997,35.325,139.475,1
35.735,139.33499999999998,35.645,139.285,1
35.745,139.475,35.72499999999999,139.64499999999998,2
35.735,139.46499999999997,35.745,139.58499999999998,3
35.90499999999999,139.62499999999997,35.97499999999999,139.58499999999998,38
35.535,140.17499999999998,35.695,139.77499999999998,1
35.68499999999999,139.61499999999998,35.675,139.725,2
35.585,139.58499999999998,35.68499999999999,139.77499999999998,7
35.86499999999999,140.05499999999998,35.875,140.015,1
35.785,139.355,35.885,139.515,1
35.735,139.765,35.75499999999999,139.83499999999998,1
35.65499999999999,139.535,35.705,139.39499999999998,1
35.855,140.005,35.75499999999999,139.795,1
35.695,139.70499999999998,35.645,139.325,3
35.585,139.52499999999998,35.575,139.55499999999998,7
35.705,139.725,35.675,139.695,5
35.72499999999999,139.71499999999997,35.695,139.765,30
35.445,139.635,35.415,139.62499999999997,8
35.705,139.695,35.54499999999999,139.445,3
35.845,139.64499999999998,35.665,139.415,2
35.72499999999999,139.515,35.735,139.33499999999998,1
35.645,139.695,35.645,139.815,1
35.695,139.765,35.75499999999999,139.87499999999997,1
35.745,139.785,35.61499999999999,139.735,1
35.47499999999999,139.515,35.455,139.515,40
35.805,139.43499999999997,35.675,139.70499999999998,1
35.61499999999999,139.67499999999998,35.605,139.68499999999997,185
35.575,139.70499999999998,35.585,139.725,3
35.895,139.62499999999997,35.955,139.665,2
35.68499999999999,139.99499999999998,35.645,139.815,1
35.555,139.64499999999998,35.445,139.65499999999997,4
35.385,139.475,35.315,139.635,1
35.665,139.765,35.93499999999999,139.89499999999998,1
35.735,139.695,35.665,139.65499999999997,1
35.695,139.415,35.72499999999999,139.415,21
35.715,140.08499999999998,35.705,140.12499999999997,2
35.445,139.46499999999997,35.43499999999999,139.43499999999997,25
35.65499999999999,139.795,35.695,139.735,9
35.735,139.735,35.785,139.67499999999998,7
35.775,139.90499999999997,35.765,139.93499999999997,1
35.695,139.58499999999998,35.705,139.485,2
35.65499999999999,139.77499999999998,35.715,140.02499999999998,3
